0.10078763671656077, 1.8726591760299698
5.117772219941017, -14.981273408239758
12.135578035760943, -35.58052434456931
19.142185225279036, -50.561797752809014
32.13632461084774, -69.28838951310865
53.10761879876068, -89.88764044943827
70.05114039344505, -89.88764044943827
84.02329314270781, -99.25093632958806
98.9697263802307, -97.37827715355809
117.91780208294449, -102.996254681648
136.8770764119601, -114.23220973782776
149.84135279405723, -117.9775280898877
163.80230691701814, -121.72284644194764
178.7636716562768, -127.34082397003749
192.71342715293594, -125.46816479400752
205.67397065959904, -127.34082397003749
220.62040389712195, -125.46816479400752
234.57389226921498, -125.46816479400752
248.53111351674187, -127.34082397003749
276.4418231363619, -129.21348314606746
291.40318787562063, -134.83146067415737
307.3388331031393, -129.21348314606746
320.2956437343686, -129.21348314606746
